1	0.0010082614565459778
2	0.0013962220881848528
3	0.0026744126114780797
4	0.003239206333600465
5	0.03207847126781277
6	0.0032671484692722306
7	0.023534150098422746
8	0.027079834153906534
9	0.0052519724373635435
10	0.003355246547015214
11	0.007745844843991937
12	0.004830807310014686
13	0.02015326798224426
14	0.015752049262897173
15	0.15964610202561333
16	0.003992554338947361
17	0.0008448248319513951
18	0.0016030330640973561
19	0.0030438000701047394
20	0.0021692537173013324
21	0.008907841052822187
22	0.0010321526781540754
23	0.002365522634682235
24	0.0031378336306940725
25	0.003029483081956109
26	0.0036684765347441612
27	0.01888095334832803
28	0.024279405477256107
29	0.003617925393259142
30	0.013260908420524135
31	0.04286179310759857
32	0.005891864390554878
33	0.2172578598508738
34	0.005738013209027882
35	0.0034543092321837553
36	0.002200549837451238
37	0.0025345966936388326
38	0.003142678666465991
39	0.00211113336877885
40	0.002552400299211563
41	0.0021141393482834937
42	0.0021910665194328194
43	0.0021327168358178305
44	0.002286750369964813
45	0.002380679722280088
46	0.0018683304576534794
47	0.002095915592600485
48	0.0019891179566264277
49	0.0010330892993570084
50	0.10254344619336947
51	0.011043957679591538
52	0.004374209698490952
53	0.020894766703634878
54	0.05900898783174061
55	0.05789483803553251
56	0.0037165726841585766
57	0.005247795537666755
58	0.10195218176478378
59	0.0007702388538984199
60	0.0018480845055607682
61	0.0015439385590820948
62	0.00991060297634715
63	0.004044145888215644
64	0.017591452384997264
65	0.00539395466619421
66	0.006361357636312513
67	0.019724986154316376
68	0.0155444019321069
