1	0.00499638751693766
2	0.005830881353609985
3	0.004411342133771372
4	0.009332214208960143
5	0.005323330516841836
11	0.003754577242670134
12	0.004585371719217939
13	0.004875343194986415
14	0.006331037093663246
15	0.003802182435240917
16	0.005619149859768548
17	0.004398063940866954
18	0.003949581846904767
19	0.004641779579363678
20	0.004938989044259847
21	0.00488327406810264
22	0.006114756646834885
23	0.010105572273796298
24	0.006008501807307947
25	0.006858797422809635
26	0.006791129653294315
27	0.005464698941843055
28	0.006540045271658668
29	0.005796576327486784
30	0.007153822518907566
31	0.008530321187487935
32	0.005948948450248173
33	0.004544241162331362
34	0.0026989248514260504
35	0.0029591572708757953
36	0.003322635989092145
37	0.005470583068227285
38	0.006881152680233532
39	0.010466644450062696
40	0.007306027126804054
41	0.004327714638951427
42	0.0039882020030989895
44	0.0026455762027722475
45	0.0035444750645737275
46	0.003940829544454109
